Iteration: 10000; Percent complete: 0.5%; Average loss: 4.4594; Perplexity: 86.43
Iteration: 21; Percent complete: 0.0%; Average loss: 4.8223; Perplexity: 124.25
Iteration: 22; Percent complete: 0.0%; Average loss: 4.8166; Perplexity: 123.54
Iteration: 23; Percent complete: 0.0%; Average loss: 4.7933; Perplexity: 120.70
Iteration: 24; Percent complete: 0.0%; Average loss: 4.7863; Perplexity: 119.86
Iteration: 25; Percent complete: 0.0%; Average loss: 4.7661; Perplexity: 117.46
Iteration: 26; Percent complete: 0.0%; Average loss: 4.7487; Perplexity: 115.43
Iteration: 27; Percent complete: 0.0%; Average loss: 4.7304; Perplexity: 113.34
Iteration: 28; Percent complete: 0.0%; Average loss: 4.7111; Perplexity: 111.17
Iteration: 29; Percent complete: 0.0%; Average loss: 4.6923; Perplexity: 109.11
Iteration: 30; Percent complete: 0.0%; Average loss: 4.6698; Perplexity: 106.68
Iteration: 31; Percent complete: 0.0%; Average loss: 4.6507; Perplexity: 104.66
Iteration: 32; Percent complete: 0.0%; Average loss: 4.6352; Perplexity: 103.05
Iteration: 33; Percent complete: 0.0%; Average loss: 4.6280; Perplexity: 102.31
Iteration: 34; Percent complete: 0.0%; Average loss: 4.6043; Perplexity: 99.91
Iteration: 35; Percent complete: 0.0%; Average loss: 4.5955; Perplexity: 99.04
Iteration: 36; Percent complete: 0.0%; Average loss: 4.5700; Perplexity: 96.54
Iteration: 37; Percent complete: 0.0%; Average loss: 4.5557; Perplexity: 95.17
Iteration: 38; Percent complete: 0.0%; Average loss: 4.5253; Perplexity: 92.33
Iteration: 39; Percent complete: 0.0%; Average loss: 4.5071; Perplexity: 90.66
Iteration: 40; Percent complete: 0.0%; Average loss: 4.4785; Perplexity: 88.11
Iteration: 41; Percent complete: 0.0%; Average loss: 4.4609; Perplexity: 86.56
Iteration: 42; Percent complete: 0.0%; Average loss: 4.4319; Perplexity: 84.09
Iteration: 43; Percent complete: 0.0%; Average loss: 4.4085; Perplexity: 82.15
Iteration: 44; Percent complete: 0.0%; Average loss: 4.3876; Perplexity: 80.45
Iteration: 45; Percent complete: 0.0%; Average loss: 4.3507; Perplexity: 77.53
Iteration: 46; Percent complete: 0.0%; Average loss: 4.3190; Perplexity: 75.11
Iteration: 47; Percent complete: 0.0%; Average loss: 4.3003; Perplexity: 73.72
Iteration: 48; Percent complete: 0.0%; Average loss: 4.2621; Perplexity: 70.96
Iteration: 49; Percent complete: 0.0%; Average loss: 4.2395; Perplexity: 69.37
Iteration: 50; Percent complete: 0.0%; Average loss: 4.2058; Perplexity: 67.08
Iteration: 51; Percent complete: 0.0%; Average loss: 4.1775; Perplexity: 65.21
Iteration: 52; Percent complete: 0.0%; Average loss: 4.1412; Perplexity: 62.88
Iteration: 53; Percent complete: 0.0%; Average loss: 4.1038; Perplexity: 60.57
Iteration: 54; Percent complete: 0.0%; Average loss: 4.0633; Perplexity: 58.16
Iteration: 55; Percent complete: 0.0%; Average loss: 4.0388; Perplexity: 56.76
Iteration: 56; Percent complete: 0.0%; Average loss: 3.9947; Perplexity: 54.31
Iteration: 57; Percent complete: 0.0%; Average loss: 3.9590; Perplexity: 52.40
Iteration: 58; Percent complete: 0.0%; Average loss: 3.9118; Perplexity: 49.99
Iteration: 59; Percent complete: 0.0%; Average loss: 3.8736; Perplexity: 48.12
Iteration: 60; Percent complete: 0.0%; Average loss: 3.8400; Perplexity: 46.52
Iteration: 61; Percent complete: 0.0%; Average loss: 3.8049; Perplexity: 44.92
Iteration: 1; Percent complete: 0.0%; Average loss: 9.9649; Perplexity: 21267.07
Iteration: 2; Percent complete: 0.0%; Average loss: 9.8800; Perplexity: 19535.07
Iteration: 3; Percent complete: 0.0%; Average loss: 9.7140; Perplexity: 16548.30
Iteration: 1; Percent complete: 0.0%; Average loss: 9.3947; Perplexity: 12024.30
Iteration: 2; Percent complete: 0.0%; Average loss: 8.7243; Perplexity: 6150.74
Iteration: 3; Percent complete: 0.0%; Average loss: 7.9257; Perplexity: 2767.42
Iteration: 4; Percent complete: 0.0%; Average loss: 7.2437; Perplexity: 1399.25
Iteration: 5; Percent complete: 0.0%; Average loss: 6.7961; Perplexity: 894.35
Iteration: 6; Percent complete: 0.0%; Average loss: 6.4183; Perplexity: 612.95
Iteration: 7; Percent complete: 0.0%; Average loss: 6.0888; Perplexity: 440.89
Iteration: 8; Percent complete: 0.0%; Average loss: 5.8162; Perplexity: 335.71
Iteration: 9; Percent complete: 0.0%; Average loss: 5.5693; Perplexity: 262.24
Iteration: 10; Percent complete: 0.0%; Average loss: 5.3819; Perplexity: 217.43
Iteration: 11; Percent complete: 0.0%; Average loss: 5.2236; Perplexity: 185.60
Iteration: 12; Percent complete: 0.0%; Average loss: 5.1275; Perplexity: 168.59
Iteration: 13; Percent complete: 0.0%; Average loss: 4.9949; Perplexity: 147.66
Iteration: 14; Percent complete: 0.0%; Average loss: 4.9517; Perplexity: 141.41
Iteration: 15; Percent complete: 0.0%; Average loss: 4.8784; Perplexity: 131.42
Iteration: 16; Percent complete: 0.0%; Average loss: 4.8208; Perplexity: 124.06
Iteration: 17; Percent complete: 0.0%; Average loss: 4.8108; Perplexity: 122.83
Iteration: 18; Percent complete: 0.0%; Average loss: 4.7737; Perplexity: 118.36
Iteration: 19; Percent complete: 0.0%; Average loss: 4.7748; Perplexity: 118.49
Iteration: 20; Percent complete: 0.0%; Average loss: 4.7458; Perplexity: 115.10
Iteration: 21; Percent complete: 0.0%; Average loss: 4.7576; Perplexity: 116.46
Iteration: 22; Percent complete: 0.0%; Average loss: 4.7231; Perplexity: 112.52
Iteration: 23; Percent complete: 0.0%; Average loss: 4.7377; Perplexity: 114.17
Iteration: 24; Percent complete: 0.0%; Average loss: 4.7104; Perplexity: 111.10
Iteration: 25; Percent complete: 0.0%; Average loss: 4.6849; Perplexity: 108.30
Iteration: 26; Percent complete: 0.0%; Average loss: 4.6831; Perplexity: 108.11
Iteration: 27; Percent complete: 0.0%; Average loss: 4.6608; Perplexity: 105.72
Iteration: 28; Percent complete: 0.0%; Average loss: 4.6580; Perplexity: 105.43
Iteration: 29; Percent complete: 0.0%; Average loss: 4.6380; Perplexity: 103.34
Iteration: 30; Percent complete: 0.0%; Average loss: 4.6375; Perplexity: 103.29
Iteration: 1; Percent complete: 0.0%; Average loss: 9.9692; Perplexity: 21358.71
Iteration: 2; Percent complete: 0.0%; Average loss: 9.8887; Perplexity: 19706.25
Iteration: 3; Percent complete: 0.0%; Average loss: 9.7209; Perplexity: 16662.30
Iteration: 1; Percent complete: 0.0%; Average loss: 10.1241; Perplexity: 24936.63
Iteration: 1; Percent complete: 0.0%; Average loss: 0.0955; Perplexity: 1.10
Iteration: 2; Percent complete: 0.0%; Average loss: 0.0872; Perplexity: 1.09
Iteration: 3; Percent complete: 0.0%; Average loss: 0.0749; Perplexity: 1.08
Iteration: 1; Percent complete: 0.0%; Average loss: 0.0964; Perplexity: 1.10
Iteration: 2; Percent complete: 0.0%; Average loss: 0.0837; Perplexity: 1.09
Iteration: 3; Percent complete: 0.0%; Average loss: 0.0721; Perplexity: 1.07
Iteration: 4; Percent complete: 0.0%; Average loss: 0.0722; Perplexity: 1.07
Iteration: 5; Percent complete: 0.0%; Average loss: 0.0516; Perplexity: 1.05
Iteration: 1; Percent complete: 0.0%; Average loss: 0.0942; Perplexity: 1.10
Iteration: 2; Percent complete: 0.0%; Average loss: 0.0816; Perplexity: 1.09
Iteration: 3; Percent complete: 0.0%; Average loss: 0.0702; Perplexity: 1.07
Iteration: 4; Percent complete: 0.0%; Average loss: 0.0596; Perplexity: 1.06
Iteration: 5; Percent complete: 0.0%; Average loss: 0.0496; Perplexity: 1.05
Iteration: 6; Percent complete: 0.0%; Average loss: 0.0407; Perplexity: 1.04
Iteration: 7; Percent complete: 0.0%; Average loss: 0.0409; Perplexity: 1.04
Iteration: 8; Percent complete: 0.0%; Average loss: 0.0291; Perplexity: 1.03
Iteration: 9; Percent complete: 0.0%; Average loss: 0.0534; Perplexity: 1.05
Iteration: 10; Percent complete: 0.0%; Average loss: 0.0329; Perplexity: 1.03
Iteration: 11; Percent complete: 0.0%; Average loss: 0.0438; Perplexity: 1.04
Iteration: 12; Percent complete: 0.0%; Average loss: 0.0249; Perplexity: 1.03
Iteration: 1; Percent complete: 0.0%; Average loss: 0.1023; Perplexity: 1.11
Iteration: 2; Percent complete: 0.0%; Average loss: 0.0861; Perplexity: 1.09
Iteration: 3; Percent complete: 0.0%; Average loss: 0.0727; Perplexity: 1.08
Iteration: 4; Percent complete: 0.0%; Average loss: 0.0646; Perplexity: 1.07
Iteration: 5; Percent complete: 0.0%; Average loss: 0.0529; Perplexity: 1.05
Iteration: 6; Percent complete: 0.0%; Average loss: 0.0594; Perplexity: 1.06
Iteration: 7; Percent complete: 0.0%; Average loss: 0.0356; Perplexity: 1.04
Iteration: 8; Percent complete: 0.0%; Average loss: 0.0376; Perplexity: 1.04
Iteration: 9; Percent complete: 0.0%; Average loss: 0.0117; Perplexity: 1.01
Iteration: 10; Percent complete: 0.0%; Average loss: 0.0305; Perplexity: 1.03
Iteration: 11; Percent complete: 0.0%; Average loss: 0.0055; Perplexity: 1.01
Iteration: 12; Percent complete: 0.0%; Average loss: 0.0037; Perplexity: 1.00
Iteration: 13; Percent complete: 0.0%; Average loss: 0.0024; Perplexity: 1.00
Iteration: 14; Percent complete: 0.0%; Average loss: 0.0015; Perplexity: 1.00
Iteration: 15; Percent complete: 0.0%; Average loss: 0.0009; Perplexity: 1.00
Iteration: 1; Percent complete: 0.0%; Average loss: 0.4460; Perplexity: 1.56
Iteration: 1; Percent complete: 0.0%; Average loss: 0.2943; Perplexity: 1.34
Iteration: 1; Percent complete: 0.0%; Average loss: 0.4475; Perplexity: 1.56
Iteration: 2; Percent complete: 0.0%; Average loss: 0.4082; Perplexity: 1.50
Iteration: 3; Percent complete: 0.0%; Average loss: 0.3471; Perplexity: 1.41
Iteration: 4; Percent complete: 0.0%; Average loss: 0.3040; Perplexity: 1.36
Iteration: 5; Percent complete: 0.0%; Average loss: 0.2465; Perplexity: 1.28
Iteration: 6; Percent complete: 0.0%; Average loss: 0.2057; Perplexity: 1.23
Iteration: 7; Percent complete: 0.0%; Average loss: 0.2003; Perplexity: 1.22
Iteration: 8; Percent complete: 0.0%; Average loss: 0.1953; Perplexity: 1.22
Iteration: 1; Percent complete: 0.0%; Average loss: 0.4431; Perplexity: 1.56
Iteration: 2; Percent complete: 0.0%; Average loss: 0.3976; Perplexity: 1.49
Iteration: 3; Percent complete: 0.0%; Average loss: 0.3426; Perplexity: 1.41
Iteration: 4; Percent complete: 0.0%; Average loss: 0.3015; Perplexity: 1.35
Iteration: 5; Percent complete: 0.0%; Average loss: 0.2437; Perplexity: 1.28
Iteration: 6; Percent complete: 0.0%; Average loss: 0.2049; Perplexity: 1.23
Iteration: 7; Percent complete: 0.0%; Average loss: 0.1945; Perplexity: 1.21
Iteration: 8; Percent complete: 0.0%; Average loss: 0.1878; Perplexity: 1.21
Iteration: 9; Percent complete: 0.0%; Average loss: 0.1786; Perplexity: 1.20
Iteration: 10; Percent complete: 0.0%; Average loss: 0.1715; Perplexity: 1.19
Iteration: 11; Percent complete: 0.0%; Average loss: 0.1638; Perplexity: 1.18
Iteration: 12; Percent complete: 0.0%; Average loss: 0.1569; Perplexity: 1.17
Iteration: 13; Percent complete: 0.0%; Average loss: 0.1487; Perplexity: 1.16
Iteration: 14; Percent complete: 0.0%; Average loss: 0.1397; Perplexity: 1.15
Iteration: 15; Percent complete: 0.0%; Average loss: 0.1320; Perplexity: 1.14
Iteration: 16; Percent complete: 0.0%; Average loss: 0.1254; Perplexity: 1.13
Iteration: 17; Percent complete: 0.0%; Average loss: 0.1186; Perplexity: 1.13
Iteration: 18; Percent complete: 0.0%; Average loss: 0.1130; Perplexity: 1.12
Iteration: 19; Percent complete: 0.0%; Average loss: 0.1089; Perplexity: 1.12
Iteration: 20; Percent complete: 0.0%; Average loss: 0.1067; Perplexity: 1.11
Iteration: 21; Percent complete: 0.0%; Average loss: 0.1052; Perplexity: 1.11
Iteration: 22; Percent complete: 0.0%; Average loss: 0.1033; Perplexity: 1.11
Iteration: 23; Percent complete: 0.0%; Average loss: 0.1010; Perplexity: 1.11
Iteration: 24; Percent complete: 0.0%; Average loss: 0.0987; Perplexity: 1.10
Iteration: 25; Percent complete: 0.0%; Average loss: 0.0970; Perplexity: 1.10
Iteration: 26; Percent complete: 0.0%; Average loss: 0.0958; Perplexity: 1.10
Iteration: 27; Percent complete: 0.0%; Average loss: 0.0948; Perplexity: 1.10
Iteration: 28; Percent complete: 0.0%; Average loss: 0.0946; Perplexity: 1.10
Iteration: 29; Percent complete: 0.0%; Average loss: 0.0927; Perplexity: 1.10
Iteration: 30; Percent complete: 0.0%; Average loss: 0.0914; Perplexity: 1.10
Iteration: 31; Percent complete: 0.0%; Average loss: 0.0916; Perplexity: 1.10
Iteration: 32; Percent complete: 0.0%; Average loss: 0.0904; Perplexity: 1.09
Iteration: 33; Percent complete: 0.0%; Average loss: 0.0904; Perplexity: 1.09
Iteration: 34; Percent complete: 0.0%; Average loss: 0.0879; Perplexity: 1.09
Iteration: 35; Percent complete: 0.0%; Average loss: 0.0905; Perplexity: 1.09
Iteration: 36; Percent complete: 0.0%; Average loss: 0.0905; Perplexity: 1.09
Iteration: 37; Percent complete: 0.0%; Average loss: 0.0846; Perplexity: 1.09
Iteration: 38; Percent complete: 0.0%; Average loss: 0.0884; Perplexity: 1.09
Iteration: 39; Percent complete: 0.0%; Average loss: 0.0851; Perplexity: 1.09
Iteration: 40; Percent complete: 0.0%; Average loss: 0.0877; Perplexity: 1.09
Iteration: 41; Percent complete: 0.0%; Average loss: 0.0873; Perplexity: 1.09
Iteration: 42; Percent complete: 0.0%; Average loss: 0.0866; Perplexity: 1.09
Iteration: 43; Percent complete: 0.0%; Average loss: 0.0809; Perplexity: 1.08
Iteration: 44; Percent complete: 0.0%; Average loss: 0.0852; Perplexity: 1.09
Iteration: 45; Percent complete: 0.0%; Average loss: 0.0848; Perplexity: 1.09
Iteration: 46; Percent complete: 0.0%; Average loss: 0.0844; Perplexity: 1.09
Iteration: 47; Percent complete: 0.0%; Average loss: 0.0785; Perplexity: 1.08
Iteration: 48; Percent complete: 0.0%; Average loss: 0.0835; Perplexity: 1.09
Iteration: 49; Percent complete: 0.0%; Average loss: 0.0775; Perplexity: 1.08
Iteration: 50; Percent complete: 0.0%; Average loss: 0.0767; Perplexity: 1.08
Iteration: 1; Percent complete: 0.0%; Average loss: 0.4424; Perplexity: 1.56
Iteration: 2; Percent complete: 0.0%; Average loss: 0.4302; Perplexity: 1.54
Iteration: 3; Percent complete: 0.0%; Average loss: 0.3576; Perplexity: 1.43
Iteration: 4; Percent complete: 0.0%; Average loss: 0.3492; Perplexity: 1.42
Iteration: 5; Percent complete: 0.0%; Average loss: 0.2668; Perplexity: 1.31
Iteration: 6; Percent complete: 0.0%; Average loss: 0.2268; Perplexity: 1.25
Iteration: 7; Percent complete: 0.0%; Average loss: 0.1959; Perplexity: 1.22
Iteration: 8; Percent complete: 0.0%; Average loss: 0.1857; Perplexity: 1.20
Iteration: 9; Percent complete: 0.0%; Average loss: 0.1873; Perplexity: 1.21
Iteration: 10; Percent complete: 0.0%; Average loss: 0.1787; Perplexity: 1.20
Iteration: 11; Percent complete: 0.0%; Average loss: 0.1789; Perplexity: 1.20
Iteration: 12; Percent complete: 0.0%; Average loss: 0.1663; Perplexity: 1.18
Iteration: 13; Percent complete: 0.0%; Average loss: 0.1654; Perplexity: 1.18
Iteration: 14; Percent complete: 0.0%; Average loss: 0.1493; Perplexity: 1.16
Iteration: 15; Percent complete: 0.0%; Average loss: 0.1395; Perplexity: 1.15
Iteration: 16; Percent complete: 0.0%; Average loss: 0.1282; Perplexity: 1.14
Iteration: 17; Percent complete: 0.0%; Average loss: 0.1371; Perplexity: 1.15
Iteration: 18; Percent complete: 0.0%; Average loss: 0.1183; Perplexity: 1.13
Iteration: 19; Percent complete: 0.0%; Average loss: 0.1135; Perplexity: 1.12
Iteration: 20; Percent complete: 0.0%; Average loss: 0.1187; Perplexity: 1.13
Iteration: 21; Percent complete: 0.0%; Average loss: 0.1092; Perplexity: 1.12
Iteration: 22; Percent complete: 0.0%; Average loss: 0.1088; Perplexity: 1.11
Iteration: 23; Percent complete: 0.0%; Average loss: 0.1070; Perplexity: 1.11
Iteration: 24; Percent complete: 0.0%; Average loss: 0.1057; Perplexity: 1.11
Iteration: 25; Percent complete: 0.0%; Average loss: 0.1056; Perplexity: 1.11
Iteration: 26; Percent complete: 0.0%; Average loss: 0.1057; Perplexity: 1.11
Iteration: 27; Percent complete: 0.0%; Average loss: 0.0999; Perplexity: 1.11
Iteration: 28; Percent complete: 0.0%; Average loss: 0.0973; Perplexity: 1.10
Iteration: 29; Percent complete: 0.0%; Average loss: 0.1070; Perplexity: 1.11
Iteration: 30; Percent complete: 0.0%; Average loss: 0.1056; Perplexity: 1.11
Iteration: 31; Percent complete: 0.0%; Average loss: 0.0995; Perplexity: 1.10
Iteration: 32; Percent complete: 0.0%; Average loss: 0.0935; Perplexity: 1.10
Iteration: 33; Percent complete: 0.0%; Average loss: 0.0925; Perplexity: 1.10
Iteration: 34; Percent complete: 0.0%; Average loss: 0.1185; Perplexity: 1.13
Iteration: 35; Percent complete: 0.0%; Average loss: 0.0935; Perplexity: 1.10
Iteration: 1; Percent complete: 0.0%; Average loss: 0.5097; Perplexity: 1.66
Iteration: 2; Percent complete: 0.0%; Average loss: 0.4327; Perplexity: 1.54
Iteration: 3; Percent complete: 0.0%; Average loss: 0.3999; Perplexity: 1.49
Iteration: 4; Percent complete: 0.0%; Average loss: 0.3066; Perplexity: 1.36
Iteration: 5; Percent complete: 0.0%; Average loss: 0.2424; Perplexity: 1.27
Iteration: 6; Percent complete: 0.0%; Average loss: 0.2107; Perplexity: 1.23
Iteration: 7; Percent complete: 0.0%; Average loss: 0.1901; Perplexity: 1.21
Iteration: 8; Percent complete: 0.0%; Average loss: 0.1894; Perplexity: 1.21
Iteration: 9; Percent complete: 0.0%; Average loss: 0.1905; Perplexity: 1.21
Iteration: 10; Percent complete: 0.0%; Average loss: 0.1730; Perplexity: 1.19
Iteration: 11; Percent complete: 0.0%; Average loss: 0.1789; Perplexity: 1.20
Iteration: 12; Percent complete: 0.0%; Average loss: 0.1704; Perplexity: 1.19
Iteration: 13; Percent complete: 0.0%; Average loss: 0.1565; Perplexity: 1.17
Iteration: 14; Percent complete: 0.0%; Average loss: 0.1591; Perplexity: 1.17
Iteration: 15; Percent complete: 0.0%; Average loss: 0.1528; Perplexity: 1.17
Iteration: 16; Percent complete: 0.0%; Average loss: 0.1468; Perplexity: 1.16
Iteration: 17; Percent complete: 0.0%; Average loss: 0.1315; Perplexity: 1.14
Iteration: 18; Percent complete: 0.0%; Average loss: 0.1251; Perplexity: 1.13
Iteration: 19; Percent complete: 0.0%; Average loss: 0.1271; Perplexity: 1.14
Iteration: 20; Percent complete: 0.0%; Average loss: 0.1147; Perplexity: 1.12
Iteration: 21; Percent complete: 0.0%; Average loss: 0.1159; Perplexity: 1.12
Iteration: 22; Percent complete: 0.0%; Average loss: 0.1157; Perplexity: 1.12
Iteration: 23; Percent complete: 0.0%; Average loss: 0.1149; Perplexity: 1.12
Iteration: 24; Percent complete: 0.0%; Average loss: 0.1170; Perplexity: 1.12
Iteration: 25; Percent complete: 0.0%; Average loss: 0.1131; Perplexity: 1.12
Iteration: 26; Percent complete: 0.0%; Average loss: 0.1091; Perplexity: 1.12
Iteration: 27; Percent complete: 0.0%; Average loss: 0.1100; Perplexity: 1.12
Iteration: 28; Percent complete: 0.0%; Average loss: 0.1130; Perplexity: 1.12
Iteration: 29; Percent complete: 0.0%; Average loss: 0.1025; Perplexity: 1.11
Iteration: 30; Percent complete: 0.0%; Average loss: 0.1024; Perplexity: 1.11
Iteration: 31; Percent complete: 0.0%; Average loss: 0.0991; Perplexity: 1.10
Iteration: 32; Percent complete: 0.0%; Average loss: 0.0992; Perplexity: 1.10
Iteration: 33; Percent complete: 0.0%; Average loss: 0.0988; Perplexity: 1.10
Iteration: 34; Percent complete: 0.0%; Average loss: 0.1105; Perplexity: 1.12
Iteration: 35; Percent complete: 0.0%; Average loss: 0.0962; Perplexity: 1.10
Iteration: 36; Percent complete: 0.0%; Average loss: 0.0953; Perplexity: 1.10
Iteration: 37; Percent complete: 0.0%; Average loss: 0.1032; Perplexity: 1.11
Iteration: 38; Percent complete: 0.0%; Average loss: 0.0954; Perplexity: 1.10
Iteration: 39; Percent complete: 0.0%; Average loss: 0.0934; Perplexity: 1.10
Iteration: 40; Percent complete: 0.0%; Average loss: 0.1061; Perplexity: 1.11
Iteration: 41; Percent complete: 0.0%; Average loss: 0.0929; Perplexity: 1.10
Iteration: 42; Percent complete: 0.0%; Average loss: 0.0920; Perplexity: 1.10
Iteration: 43; Percent complete: 0.0%; Average loss: 0.1077; Perplexity: 1.11
Iteration: 44; Percent complete: 0.0%; Average loss: 0.1107; Perplexity: 1.12
Iteration: 45; Percent complete: 0.0%; Average loss: 0.1084; Perplexity: 1.11
Iteration: 46; Percent complete: 0.0%; Average loss: 0.0929; Perplexity: 1.10
Iteration: 47; Percent complete: 0.0%; Average loss: 0.0951; Perplexity: 1.10
Iteration: 48; Percent complete: 0.0%; Average loss: 0.0934; Perplexity: 1.10
Iteration: 1; Percent complete: 0.0%; Average loss: 10.1082; Perplexity: 24543.50
Iteration: 2; Percent complete: 0.0%; Average loss: 10.0328; Perplexity: 22761.69
Iteration: 3; Percent complete: 0.0%; Average loss: 9.7609; Perplexity: 17342.86
Iteration: 4; Percent complete: 0.0%; Average loss: 9.4042; Perplexity: 12138.76
Iteration: 5; Percent complete: 0.0%; Average loss: 8.9082; Perplexity: 7392.33
Iteration: 6; Percent complete: 0.0%; Average loss: 8.5995; Perplexity: 5429.20
Iteration: 7; Percent complete: 0.0%; Average loss: 8.1241; Perplexity: 3374.87
Iteration: 8; Percent complete: 0.0%; Average loss: 7.6312; Perplexity: 2061.58
Iteration: 9; Percent complete: 0.0%; Average loss: 7.1851; Perplexity: 1319.66
Iteration: 10; Percent complete: 0.0%; Average loss: 7.0515; Perplexity: 1154.60
Iteration: 11; Percent complete: 0.0%; Average loss: 6.8094; Perplexity: 906.30
Iteration: 12; Percent complete: 0.0%; Average loss: 6.5271; Perplexity: 683.44
Iteration: 13; Percent complete: 0.0%; Average loss: 6.3230; Perplexity: 557.25
Iteration: 14; Percent complete: 0.0%; Average loss: 6.1041; Perplexity: 447.68
Iteration: 15; Percent complete: 0.0%; Average loss: 6.0731; Perplexity: 434.04
Iteration: 16; Percent complete: 0.0%; Average loss: 5.9217; Perplexity: 373.03
Iteration: 17; Percent complete: 0.0%; Average loss: 5.8229; Perplexity: 337.96
Iteration: 18; Percent complete: 0.0%; Average loss: 5.8138; Perplexity: 334.91
Iteration: 1; Percent complete: 0.0%; Average loss: 10.1163; Perplexity: 24742.47
Iteration: 2; Percent complete: 0.0%; Average loss: 10.0084; Perplexity: 22212.69
Iteration: 3; Percent complete: 0.0%; Average loss: 9.9076; Perplexity: 20081.71
Iteration: 4; Percent complete: 0.0%; Average loss: 9.6626; Perplexity: 15718.56
Iteration: 5; Percent complete: 0.0%; Average loss: 9.0205; Perplexity: 8271.29
Iteration: 6; Percent complete: 0.0%; Average loss: 8.6107; Perplexity: 5490.34
Iteration: 7; Percent complete: 0.0%; Average loss: 8.0740; Perplexity: 3209.97
Iteration: 8; Percent complete: 0.0%; Average loss: 7.6260; Perplexity: 2050.83
Iteration: 9; Percent complete: 0.0%; Average loss: 7.2788; Perplexity: 1449.28
Iteration: 10; Percent complete: 0.0%; Average loss: 7.0554; Perplexity: 1159.09
Iteration: 11; Percent complete: 0.0%; Average loss: 6.6916; Perplexity: 805.64
Iteration: 12; Percent complete: 0.0%; Average loss: 6.7837; Perplexity: 883.35
Iteration: 13; Percent complete: 0.0%; Average loss: 6.2661; Perplexity: 526.42
Iteration: 14; Percent complete: 0.0%; Average loss: 6.1783; Perplexity: 482.15
Iteration: 15; Percent complete: 0.0%; Average loss: 5.9470; Perplexity: 382.60
Iteration: 16; Percent complete: 0.0%; Average loss: 5.9910; Perplexity: 399.82
Iteration: 17; Percent complete: 0.0%; Average loss: 5.9807; Perplexity: 395.72
Iteration: 18; Percent complete: 0.0%; Average loss: 5.8206; Perplexity: 337.16
Iteration: 19; Percent complete: 0.0%; Average loss: 5.9581; Perplexity: 386.86
Iteration: 20; Percent complete: 0.0%; Average loss: 5.8061; Perplexity: 332.31
Iteration: 21; Percent complete: 0.0%; Average loss: 5.7451; Perplexity: 312.66
Iteration: 22; Percent complete: 0.0%; Average loss: 5.6800; Perplexity: 292.96
Iteration: 23; Percent complete: 0.0%; Average loss: 5.6099; Perplexity: 273.11
Iteration: 24; Percent complete: 0.0%; Average loss: 5.7463; Perplexity: 313.03
Iteration: 25; Percent complete: 0.0%; Average loss: 5.6940; Perplexity: 297.08
Iteration: 26; Percent complete: 0.0%; Average loss: 5.8261; Perplexity: 339.03
Iteration: 27; Percent complete: 0.0%; Average loss: 5.6989; Perplexity: 298.55
Iteration: 28; Percent complete: 0.0%; Average loss: 5.8530; Perplexity: 348.28
Iteration: 29; Percent complete: 0.0%; Average loss: 5.9191; Perplexity: 372.09
Iteration: 30; Percent complete: 0.0%; Average loss: 5.9817; Perplexity: 396.12
Iteration: 31; Percent complete: 0.0%; Average loss: 5.6619; Perplexity: 287.68
Iteration: 32; Percent complete: 0.0%; Average loss: 5.7661; Perplexity: 319.31
Iteration: 33; Percent complete: 0.0%; Average loss: 5.6520; Perplexity: 284.85
Iteration: 34; Percent complete: 0.0%; Average loss: 6.0077; Perplexity: 406.53
Iteration: 35; Percent complete: 0.0%; Average loss: 5.4822; Perplexity: 240.37
Iteration: 36; Percent complete: 0.0%; Average loss: 5.7279; Perplexity: 307.32
Iteration: 37; Percent complete: 0.0%; Average loss: 5.7949; Perplexity: 328.62
Iteration: 38; Percent complete: 0.0%; Average loss: 5.6969; Perplexity: 297.95
Iteration: 39; Percent complete: 0.0%; Average loss: 5.8668; Perplexity: 353.13
Iteration: 40; Percent complete: 0.0%; Average loss: 5.6564; Perplexity: 286.10
Iteration: 41; Percent complete: 0.0%; Average loss: 5.8375; Perplexity: 342.92
Iteration: 42; Percent complete: 0.0%; Average loss: 5.8803; Perplexity: 357.91
Iteration: 43; Percent complete: 0.0%; Average loss: 5.6084; Perplexity: 272.70
Iteration: 44; Percent complete: 0.0%; Average loss: 5.8953; Perplexity: 363.31
Iteration: 45; Percent complete: 0.0%; Average loss: 5.6650; Perplexity: 288.60
Iteration: 46; Percent complete: 0.0%; Average loss: 5.7080; Perplexity: 301.25
Iteration: 47; Percent complete: 0.0%; Average loss: 5.8300; Perplexity: 340.36
Iteration: 48; Percent complete: 0.0%; Average loss: 5.6508; Perplexity: 284.52
Iteration: 49; Percent complete: 0.0%; Average loss: 5.9007; Perplexity: 365.29
Iteration: 50; Percent complete: 0.0%; Average loss: 5.5818; Perplexity: 265.54
Iteration: 51; Percent complete: 0.0%; Average loss: 5.5496; Perplexity: 257.13
Iteration: 52; Percent complete: 0.0%; Average loss: 5.6481; Perplexity: 283.74
Iteration: 53; Percent complete: 0.0%; Average loss: 5.6289; Perplexity: 278.37
Iteration: 54; Percent complete: 0.0%; Average loss: 5.5647; Perplexity: 261.04
Iteration: 55; Percent complete: 0.0%; Average loss: 5.7155; Perplexity: 303.54
Iteration: 56; Percent complete: 0.0%; Average loss: 5.5685; Perplexity: 262.03
Iteration: 57; Percent complete: 0.0%; Average loss: 5.5446; Perplexity: 255.86
