post,response,score,emotion
you shouldn t play this game .,we ll beat not get on we thing .,0.8428198349746817,3
you shouldn t play this game .,jerry . we ll get to on it .,0.7747734131884182,4
rock n roll i guess .,you mean the kind of stuff like nirvana ?,0.08072931240634386,0
rock n roll i guess .,you mean of the lot of like nirvana ?,0.6120003990151975,1
rock n roll i guess .,you mean the kids of stuff like nirvana ?,0.7037897502834457,2
rock n roll i guess .,you mean and like the stuff like nirvana ?,0.7616073380817686,3
rock n roll i guess .,you mean the of lot stuff like nirvana ?,0.6451986730099861,4
we can take a bus there .,does this bus go there ?,0.34095813368912786,0
we can take a bus there .,does this bus go there ?,0.33100359655509237,1
we can take a bus there .,isn t there go there ?,0.35122017026878893,2
we can take a bus there .,exactly we can go there .,0.6911528578493744,3
we can take a bus there .,isn go to go there ?,0.6887180530466139,4
i won t go any lower than .,you re got out than so .,0.8017749165495238,0
i won t go any lower than .,she must be a other than you .,0.6036531701218337,1
i won t go any lower than .,she s just out of the .,0.7334333525763618,2
i won t go any lower than .,you re an other than the .,0.7303478486008115,3
i won t go any lower than .,you re three than you re .,0.786641463637352,4
what kind of teaching certificate do you have ?,i have a tefl certificate .,0.029021204099990427,0
what kind of teaching certificate do you have ?,i have a tefl certificate .,0.07675294845830649,1
what kind of teaching certificate do you have ?,i have a tefl certificate .,0.14981551421806216,2
what kind of teaching certificate do you have ?,i have a tefl certificate .,0.1815950023010373,3
what kind of teaching certificate do you have ?,i have a tefl certificate .,0.11343537969514728,4
that was really a nightmare !,i know what agree i worked .,0.6803371823496289,0
that was really a nightmare !,i know so really it .,0.67154740402475,1
that was really a nightmare !,really i haven t it too,0.6771095616859384,2
that was really a nightmare !,i know that was that true .,0.6149020622380905,3
that was really a nightmare !,really i think they was too .,0.7140476039817764,4
what is that i thing i ?,did there go light .,0.8499288048063006,0
what is that i thing i ?,i m telling you .,0.8747330605983734,1
what is that i thing i ?,i . my s .,0.9020402005740574,2
what is that i thing i ?,i . what s .,0.6188009317432132,3
what is that i thing i ?,you can t say .,0.6575698501297406,4
you want zero to kill him ?,i can t control him now .,0.4635611954662535,0
you want zero to kill him ?,get a idea now ? just,1.1594537571072578,1
you want zero to kill him ?,in two . now guy in two now .,0.9120694279978455,2
you want zero to kill him ?,get a two now . in two now .,0.9993733406622389,3
you want zero to kill him ?,in my idea . now in two now .,0.8591307773976123,4
mike ! look at the floor !,thank you ! don t you ?,0.4604795270780515,0
mike ! look at the floor !,don t see so girl !,0.5792237177956849,1
mike ! look at the floor !,don t you ! t !,0.4959905811701901,2
mike ! look at the floor !,good t you don t see !,0.6959542630033361,3
mike ! look at the floor !,nice i know i m tired !,0.8306793296813137,4
i haven t seen you before .,i told you it was .,0.599518877454102,0
i haven t seen you before .,i ve been it .,0.6213492655328342,1
i haven t seen you before .,what was you ? .,0.6699113164629255,2
i haven t seen you before .,what was you been ve,0.7151525385145631,3
i haven t seen you before .,i thought you have .,0.4539653685476099,4
thank you for your compliment .,you are welcome pleasure .,0.7135011404752731,0
thank you for your compliment .,it was welcome . are you here ?,0.7178847417002544,1
thank you for your compliment .,i was welcome . are you here ?,0.7759737610002049,2
thank you for your compliment .,i was perfectly again luck .,0.8019632278010249,3
thank you for your compliment .,are you perfectly pleasure ?,0.741696967610291,4
i like the gym smell .,i thought like a good like .,0.7986199226644304,0
i like the gym smell .,happy like for good .,0.6189838647842407,1
i like the gym smell .,i like you like good like .,0.7590640642576747,2
i like the gym smell .,happy god like god . like .,0.6985675129625533,3
i like the gym smell .,don t like you . like .,0.9802288032240338,4
plus the same deal as before .,where s that been buses ?,0.6163245846983045,0
plus the same deal as before .,where do you like that ?,0.6959991082549095,1
plus the same deal as before .,how do you have that negotiate ?,0.7078208452504542,2
plus the same deal as before .,have you ever have yet ?,0.6092046983430919,3
plus the same deal as before .,how do you have that negotiate ?,0.533299495673014,4
what would you like to be ?,i d like to open a hamburger .,0.7731522680260241,0
what would you like to be ?,i m three sure three,0.8291346755410943,1
what would you like to be ?,i d i the my .,0.87134566064924,2
what would you like to be ?,i would just the my .,0.7398293800652027,3
what would you like to be ?,i would i the my .,0.9253670810721815,4
you re looking at him .,he s a right . ?,0.42104260344058275,0
you re looking at him .,he s a what .,0.6649734206896808,1
you re looking at him .,right . what s him ?,0.6322748935781419,2
you re looking at him .,indeed what s my name ?,0.5518646492491825,3
you re looking at him .,he s a right !,0.4391896099384342,4
i think television s a dangerous thing .,i m like it was like .,0.6261321573207775,0
i think television s a dangerous thing .,i m like to . like your here .,0.8323922151784742,1
i think television s a dangerous thing .,i was trying to . boy .,0.7039063953691058,2
i think television s a dangerous thing .,i was still like . that s,0.6654476059807671,3
i think television s a dangerous thing .,didn t lie to . that .,0.755630329872171,4
are you all right ?,fine . together again huh ?,0.30297588085522875,0
are you all right ?,yeah i m my leg .,0.7172045884653926,1
are you all right ?,i m my first just .,0.9280717056244612,2
are you all right ?,nyu . i busted my .,0.6629251800477505,3
are you all right ?,i . a first choice .,0.7753097973763943,4
pay no attention to me .,when is the passport .,0.7087694225566727,0
pay no attention to me .,i study any you .,0.6821831784078053,1
pay no attention to me .,except the front and you,0.7949910972799573,2
pay no attention to me .,for you unless and you,0.9742994787437576,3
pay no attention to me .,i when you will .,0.6817741781207067,4
it is feeding bottle as the free gift .,when do we get running money ?,0.5391979183590997,0
it is feeding bottle as the free gift .,maybe the money isn t money .,0.6320180646661255,1
it is feeding bottle as the free gift .,we ll get down of hot .,0.7526153305338489,2
it is feeding bottle as the free gift .,can we get my money ?,0.7795259576814715,3
it is feeding bottle as the free gift .,of down money of money ?,0.8330375161021948,4
what would you like to do tonight ?,i m i withdraw about my money .,0.3682384055573493,0
what would you like to do tonight ?,i m i know .,0.47931934360946926,1
what would you like to do tonight ?,i m i money .,0.9207355518426213,2
what would you like to do tonight ?,i d i withdraw them .,0.5857622041366994,3
what would you like to do tonight ?,i m on money .,1.1493711370442594,4
i d like to rent a car .,that s just here ding ?,0.6909198760986328,0
i d like to rent a car .,this is so one .,0.7001853936484882,1
i d like to rent a car .,i got the life has .,0.5913640800863504,2
i d like to rent a car .,i got the life .,0.7724863769752639,3
i d like to rent a car .,this s the life .,0.7678148746490479,4
and she s a knock out too .,that s a way to say .,0.774053407056878,0
and she s a knock out too .,we re going to kill to .,0.786186745390296,1
and she s a knock out too .,we re not like to say .,0.7179274567299418,2
and she s a knock out too .,she s not like to say .,0.684444836444325,3
and she s a knock out too .,we re going to like us .,0.5412837087965777,4
i want to see my wife and kid .,make you pay to ?,0.8991390189954213,0
i want to see my wife and kid .,you take you to take,0.5099149835961205,1
i want to see my wife and kid .,please you ve make a perfect .,0.847662188940578,2
i want to see my wife and kid .,you i like to be,0.8902579631124224,3
i want to see my wife and kid .,would you take a look for it ?,0.8701333479503319,4
no i m sorry .,oh i you then . on me before .,0.7110161670399034,0
no i m sorry .,what could i come here then ?,0.7120566334989336,1
no i m sorry .,i didn t said no action .,0.7481589714686075,2
no i m sorry .,i didn t hear it .,0.7833300167694688,3
no i m sorry .,i didn t think it was . before .,0.6580687358298097,4
kind of . you didn t know ?,i don t know . i ran .,0.8789363408577628,0
kind of . you didn t know ?,i just t like .,0.9409601004528148,1
kind of . you didn t know ?,i didn t know .,0.5275695588206872,2
kind of . you didn t know ?,i didn t know .,0.6672824415187019,3
kind of . you didn t know ?,i didn t know . i guess .,0.482984081680479,4
would you mind doing something for me ?,i would if i could .,0.13719309610314667,0
would you mind doing something for me ?,i would i would ask .,0.6466727014631033,1
would you mind doing something for me ?,i would i would .,0.71161407658032,2
would you mind doing something for me ?,why would i ask you .,0.6147213061340153,3
would you mind doing something for me ?,why would i do .,0.8656492504690375,4
what day is it on earth ?,it s an anniversary of our weeding .,0.18023959911515702,0
what day is it on earth ?,it s an anniversary of our weeding .,0.6604507885989733,1
what day is it on earth ?,it s only our of tuesday of .,0.6933263133745641,2
what day is it on earth ?,it s still our of our of .,0.6272553175920621,3
what day is it on earth ?,it s all at of our of .,0.8162178484722972,4
i guess this is a first for you .,how much is it for ?,0.37081638164818287,0
i guess this is a first for you .,i suppose it is more remember .,0.5539065056170026,1
i guess this is a first for you .,can you suppose it for it ?,0.5706650441926386,2
i guess this is a first for you .,i suppose you ll remember for here .,0.5503955629828852,3
i guess this is a first for you .,i suppose you is more .,0.5597752309404314,4
what do you mean ?,this kind of heat . on . pathetic .,0.6265717805786618,0
what do you mean ?,what s it like where i m going ?,0.8549595705491025,1
what do you mean ?,didn t speak in what i .,1.0041820373800066,2
what do you mean ?,your friends t frankly what shop .,1.0760682225227356,3
what do you mean ?,he was down in your truth .,0.8398315128352906,4
my stomach was bothering me .,you have a been .,0.6458911278418132,0
my stomach was bothering me .,it s a problem .,0.5432670137711934,1
my stomach was bothering me .,it s a been life .,0.6410390253004152,2
my stomach was bothering me .,it s a been life .,0.6199185161385685,3
my stomach was bothering me .,it was a been it .,0.5282683386467397,4
come on . . .,maybe i can t know .,0.9301204825751483,0
come on . . .,. i don t know .,0.9190972811775282,1
come on . . .,i have t know .,0.5773620350020272,2
come on . . .,just . .you crazy .,0.7608402839728764,3
come on . . .,i . t crazy .,0.5118431012545314,4
what would you like to drink ?,i d like a coke .,0.41619763802737,0
what would you like to drink ?,a cup of coffee please .,0.25471785943955183,1
what would you like to drink ?,a cup are you a .,1.0046039205044508,2
what would you like to drink ?,i cup are coffee cup .,0.727487912401557,3
what would you like to drink ?,i d like have a .,0.811683583073318,4
what s the problem ?,the water will not drain on .,0.5715355169441965,0
what s the problem ?,my water won t my danger .,0.9566573473728366,1
what s the problem ?,i . you shy . danger .,0.5067842917309867,2
what s the problem ?,i have to see my danger .,0.44599071703851223,3
what s the problem ?,i . you shy . danger .,0.46517785224649644,4
it s already posted .,i can t understand him for,0.4951127062086016,0
it s already posted .,i . t understand .,0.5456944576331547,1
it s already posted .,i can t better .,0.7751044897096497,2
it s already posted .,i . t should .,0.7140456038926329,3
it s already posted .,i can t know .,0.4607497813579227,4
i just stayed at home and watched tv .,did you watch the barcelona versus madrid game ?,0.13661489041987807,0
i just stayed at home and watched tv .,did you watch the barcelona versus madrid game ?,0.3823678993212525,1
i just stayed at home and watched tv .,did you watch the barcelona versus at madrid ?,0.4631380585726054,2
i just stayed at home and watched tv .,did the watch off madrid versus madrid game ?,0.4863891111831022,3
i just stayed at home and watched tv .,did you watch the barcelona versus at madrid ?,0.6433852214117493,4
ah . the royal i think .,so what s wrong ?,0.4556615777879155,0
ah . the royal i think .,what s it interesting ?,0.2674939866576876,1
ah . the royal i think .,what do you think ?,0.39063207287108526,2
ah . the royal i think .,what s it like ?,0.4129362098673092,3
ah . the royal i think .,what can i got ?,0.3684685679950884,4
i know the feeling .,you must be interesting now .,0.5018893334781751,0
i know the feeling .,you re a girl choice now ?,0.8245715078244555,1
i know the feeling .,you treated about new choice .,0.6542344377376139,2
i know the feeling .,i want to get mine now .,0.7467229104076978,3
i know the feeling .,i want to get there .,0.49998773564584553,4
how re ya feeling ?,for a lot for .,0.3203531088573592,0
how re ya feeling ?,it ll know for .,0.557567013161523,1
how re ya feeling ?,you look doing five .,0.8844063878059387,2
how re ya feeling ?,like a woman for me .,0.8038275586441159,3
how re ya feeling ?,like a lot for .,0.6272250967366355,4
assistant . and don t call me jazz .,i guess that was his boy .,0.5200533219613135,0
assistant . and don t call me jazz .,i don t ask you .,0.4714270979166031,1
assistant . and don t call me jazz .,i was . ask his face .,1.2105502495024767,2
assistant . and don t call me jazz .,shut on your ask .,0.7560830637812614,3
assistant . and don t call me jazz .,you told it . with it .,1.180555683043268,4
my dear francis you do seem extremely uncomfortable .,i just not paint a big,0.7869903759274166,0
my dear francis you do seem extremely uncomfortable .,i just a little down with,0.7343510393984616,1
my dear francis you do seem extremely uncomfortable .,i m a little back with,0.6934987287968397,2
my dear francis you do seem extremely uncomfortable .,it s not a shower,0.971373975276947,3
my dear francis you do seem extremely uncomfortable .,it s a little own falling .,0.8355864081531764,4
eight hundred and fifty thousand dollars .,the whole one is dollars thousand please .,0.6516645572381095,0
eight hundred and fifty thousand dollars .,right with the whole thousand of,0.7987016104161739,1
eight hundred and fifty thousand dollars .,to got for the money of dollars .,0.7204182098153978,2
eight hundred and fifty thousand dollars .,have you got for the money ?,0.8207184502647983,3
eight hundred and fifty thousand dollars .,you got one for money ?,0.7915122788399458,4
what s going on ?,i don t know .,0.8025123306683132,0
what s going on ?,he was here . watching us .,0.3311983213449518,1
what s going on ?,he re under attack there !,0.7551680877804756,2
what s going on ?,we re under attack .,0.6178704074450901,3
what s going on ?,i lighter under attack there !,0.7814798150211573,4
yes . at first sight .,how long will you lived ?,0.6092459782958031,0
yes . at first sight .,who did you call ?,0.612252976745367,1
yes . at first sight .,who did you like ?,0.6425461407218661,2
yes . at first sight .,where did you like ?,0.7299569666917834,3
yes . at first sight .,how did you call ?,0.8060906143592936,4
i ve been thinking about this .,well i guess you said .,0.7643452850170434,0
i ve been thinking about this .,then i thought so thought .,0.7834671139717102,1
i ve been thinking about this .,i know we re glad to thought you .,0.8038099271838219,2
i ve been thinking about this .,well i thought you want to know you .,0.6067398865918935,3
i ve been thinking about this .,well i don t want to know you .,0.6933558624428376,4
do you feel like dancing ?,i d do really do about me .,1.1508292083628475,0
do you feel like dancing ?,no i d do about,0.6392750165292195,1
do you feel like dancing ?,i do not do .,0.7156734392046928,2
do you feel like dancing ?,i d like to do me,0.8886341527104378,3
do you feel like dancing ?,i ve not do .,0.882425998470613,4
he s number four .,i think not is his very .,0.6543864957574341,0
he s number four .,he b . is probably an .,0.9226737982696958,1
he s number four .,he b . is he .,0.7009142003953457,2
he s number four .,he s not is .,0.7724652446008154,3
he s number four .,he s not an thing number .,0.6350042167533603,4
no . not really .,what s this wrong with it .,0.5671151474946075,0
no . not really .,what could i go in ?,0.7107692075660452,1
no . not really .,well what did you feel like ?,0.505960997659713,2
no . not really .,well let s go it aren t it ?,0.7148305890573723,3
no . not really .,we could do it .,0.7095006342445102,4
how would you like your hair cut ?,i would like to do some .,0.6824213854140706,0
how would you like your hair cut ?,i love me understand .,0.65276067171778,1
how would you like your hair cut ?,i don t understand .,0.5689484604767391,2
how would you like your hair cut ?,i don t understand you .,0.7328810766339302,3
how would you like your hair cut ?,i don t understand .,0.7204544012035642,4
what makes you so sure ?,uh i m just sure .,1.0105477133765817,0
what makes you so sure ?,because uh . .i know .,1.0111606999998912,1
what makes you so sure ?,i uh . .i just uh .,0.5028756237459473,2
what makes you so sure ?,because uh . .i ve know .,0.6702173123550084,3
what makes you so sure ?,i uh . .i s still .,0.3903539594676759,4
our first choice would be,all here we go . on .,0.6653902048452033,0
our first choice would be,we need a dress under here .,0.6250973376962874,1
our first choice would be,we need a jacket .,0.6441181568162782,2
our first choice would be,we need out the house here,0.7305906002875417,3
our first choice would be,we need the jacket under here .,0.8624338135123253,4
i am trying to find this book .,may i use your car ?,0.44923158641904587,0
i am trying to find this book .,may i use your place ?,0.3756606490642298,1
i am trying to find this book .,is use your car place ?,0.5798220204887912,2
i am trying to find this book .,put use your car .,0.635212072304317,3
i am trying to find this book .,put use your car .,0.7529188522270748,4
i don t want you to let go .,i m doing me .,0.46221459018332617,0
i don t want you to let go .,you ll go of me,0.9149645652089801,1
i don t want you to let go .,you ll go me .,0.5618099591561726,2
i don t want you to let go .,you thought to go .,0.7249610058165022,3
i don t want you to let go .,you ll go down .,0.6557463418160167,4
why s that necessary all of a sudden ?,it s just my business .,0.7671068327035755,0
why s that necessary all of a sudden ?,it s the red thing on town,0.8813145632545153,1
why s that necessary all of a sudden ?,it s some red on town .,0.8070151346425215,2
why s that necessary all of a sudden ?,most makes the red on tv .,0.9173917691740725,3
why s that necessary all of a sudden ?,has you like me my town ?,1.0298477595723752,4
what about cigarettes or cigars ?,i ve got some school .,0.25664295454043895,0
what about cigarettes or cigars ?,i ve got some cigars .,0.05754168427665717,1
what about cigarettes or cigars ?,i ve got a cigars .,0.3038378192577511,2
what about cigarettes or cigars ?,i ve got a . ?,0.7819845760241151,3
what about cigarettes or cigars ?,i got about a cigars .,0.5408093170262873,4
be quiet and listen .,i have to make for before .,0.5840004928823974,0
be quiet and listen .,as good to me .,0.648434749671391,1
be quiet and listen .,and good which time .,0.8537751813419163,2
be quiet and listen .,a good which . thanks .,0.5927391259465367,3
be quiet and listen .,and good which as .,0.8872741688308972,4
i ve gotten a few .,should i see you ?,0.5322211512497493,0
i ve gotten a few .,you ve had me .,0.6621351625238147,1
i ve gotten a few .,you ve had me ?,0.46674613654613495,2
i ve gotten a few .,you ve had me ?,0.6725827381014824,3
i ve gotten a few .,i ve had me ?,0.5070940926671028,4
what else do we need ?,get some snack foods .,0.2372970577063305,0
what else do we need ?,get some snack please .,0.8177164577479873,1
what else do we need ?,not down need this drink .,0.9683356024324894,2
what else do we need ?,oh i need some drink .,1.101496696472168,3
what else do we need ?,something would all . something . s out .,1.2150078334592018,4
is he getting better now ?,i think so .thank you .,0.046667593269376084,0
is he getting better now ?,i think so .thank you .,0.2769222594797611,1
is he getting better now ?,i think so .thank you .,0.5076806703582406,2
is he getting better now ?,i think so .thank he s .,0.4245920611752404,3
is he getting better now ?,i think so .thank he will .,0.3546857072247399,4
what should i do about my doubt teacher ?,you are going on with,0.706441049397524,0
what should i do about my doubt teacher ?,you re just games .,0.6665592576776233,1
what should i do about my doubt teacher ?,you re coming of you ?,0.6348509471281432,2
what should i do about my doubt teacher ?,you re you . ?,0.812449566221663,3
what should i do about my doubt teacher ?,you re getting games ?,0.3759754875874413,4
this is not a good time .,do you need it now ?,0.6946714408695698,0
this is not a good time .,not is nothing at it .,0.5938399489969015,1
this is not a good time .,let me do this .,0.5548539129751069,2
this is not a good time .,let is so go .,0.45428317891699926,3
this is not a good time .,oh let s do it .,0.553349522568169,4
that s because you did well .,and you did it . the,0.8284372445195913,0
that s because you did well .,you never get it . not,0.9320308342576027,1
that s because you did well .,well yes it is .,0.755326937351908,2
that s because you did well .,you never get about it .,0.9851921726949514,3
that s because you did well .,who did you said that ?,0.9005613289773464,4
their sound is quite musical .,yes you want to take to by home .,0.6228481961185356,0
their sound is quite musical .,yes we ve take out to the family .,0.6973603817914615,1
their sound is quite musical .,yes . but are you a to about .,0.6343028220413874,2
their sound is quite musical .,no . but . ve about a bus .,0.7299645697212327,3
their sound is quite musical .,yes . but it s not to about .,0.6596114897286249,4
and leave me down here ? ? ?,of course . i m,0.7134348209947348,0
and leave me down here ? ? ?,yes i don t .,0.42761784366198946,1
and leave me down here ? ? ?,of course . i .,0.732320179497557,2
and leave me down here ? ? ?,yeah course . i .,0.46699322866542,3
and leave me down here ? ? ?,i course wait . i mean you .,0.5976958267390728,4
bar across the street .,it s not right .,0.5987706413891699,0
bar across the street .,well about it yet .,0.4382052458822727,1
bar across the street .,it s calling home .,0.6600889909459511,2
bar across the street .,then where about home .,0.6408472776030456,3
bar across the street .,what mean it mean .,0.9346874139986799,4
you almost got into trouble back there .,how time is the it ?,0.5478273015469313,0
you almost got into trouble back there .,how food is that guy ?,0.8671754279057495,1
you almost got into trouble back there .,i m gonna have this on that .,0.9047663822770119,2
you almost got into trouble back there .,that s over that guy .,0.8279945636168122,3
you almost got into trouble back there .,i m gonna got here . that .,0.8012231996748597,4
what about some drink ?,a cup of coffee and coffee .,0.6404812302854326,0
what about some drink ?,yeah how much many of coffee .,0.8086299167739021,1
what about some drink ?,yeah . how many and a seat .,0.7910280776675791,2
what about some drink ?,yeah a of many . coffee .,0.8968420897920927,3
what about some drink ?,yeah a cup and a coffee .,0.6768861137744453,4
i m so hungry .,you should got something .,0.7719428326402392,0
i m so hungry .,we ve got from something .,0.667902497574687,1
i m so hungry .,we ve got from something you .,0.6690123561355803,2
i m so hungry .,i m got something get you .,0.533641689353519,3
i m so hungry .,but we ve got get you .,0.7447482496500015,4
will this thing take long ?,no only it is almost mouth .,0.7810448534825505,0
will this thing take long ?,no only two cents ! yeah .,0.8628754110799896,1
will this thing take long ?,no . it is almost cents .,0.516156541597512,2
will this thing take long ?,no . almost all almost cents .,0.5580895198509097,3
will this thing take long ?,no . it is almost cents .,0.47887882502335644,4
why didn t i ?,no course no didn t .,0.804566397331655,0
why didn t i ?,it wasn t me . well .,0.8935701351923248,1
why didn t i ?,no . that didn t know .,0.6878535751667287,2
why didn t i ?,no know because you re no .,0.9495031726029184,3
why didn t i ?,no that wasn t me .,0.7320391344837844,4
so where s the art ?,i guess there s late .,0.6979504063492641,0
so where s the art ?,it s for no late .,0.7703532017767429,1
so where s the art ?,i guess it s there straight .,0.6334328411353959,2
so where s the art ?,i still get it yet .,0.6760108322487213,3
so where s the art ?,i guess still s at there .,0.579290958845781,4
sure what kind do you like ?,i really like my favorite grapes .,0.5063693074302541,0
sure what kind do you like ?,i really like my favorite .,0.3878126060590148,1
sure what kind do you like ?,i would like my favorite .,0.6279486455023289,2
sure what kind do you like ?,i would like my all .,0.7894315607845783,3
sure what kind do you like ?,i would like one ?,0.6467339226177761,4
why do you like it best ?,i enjoy the various characters and the plot .,0.23775930401083398,0
why do you like it best ?,the various if the and on that plot .,0.6976792744615481,1
why do you like it best ?,the is the various characters and you plot .,0.874409026720338,2
why do you like it best ?,the on the various if i could plot ?,0.8882046294483298,3
why do you like it best ?,if i the like the on the plot .,0.8865173535252314,4
here let me do that .,here you are . card this card,0.487455614325073,0
here let me do that .,thank you . here are,0.42816828809944646,1
here let me do that .,how are you here ?,0.49982837421287385,2
here let me do that .,here . here you are,0.5350484507424491,3
here let me do that .,here . here . are,0.5227774163441998,4
did she believe you ?,she did to matter .,0.7023712630782809,0
did she believe you ?,she didn t matter .,0.4570451170605208,1
did she believe you ?,she did . didn t .,0.8290296122431755,2
did she believe you ?,she did t matter .,0.7328034764421838,3
did she believe you ?,she did t matter .,0.7911374244306769,4
maybe you should talk to the teacher .,so what was you ?,0.5748599102454526,0
maybe you should talk to the teacher .,not with a matter .,0.5531408023213901,1
maybe you should talk to the teacher .,what do you need to do ?,0.5236038870902525,2
maybe you should talk to the teacher .,no i want to never .,0.7749236496165395,3
maybe you should talk to the teacher .,but no . no .,0.3576352356800011,4
can i buy more than one case ?,how much is there ?,0.657545767724514,0
can i buy more than one case ?,sure . how way ?,0.5885478172983442,1
can i buy more than one case ?,how course ? how movie ?,0.47042485926067457,2
can i buy more than one case ?,sure . how way ?,0.6365636267832347,3
can i buy more than one case ?,sure . how way ?,0.54090708813497,4
you have beautiful eyes .,it was a car .,0.5557519899947303,0
you have beautiful eyes .,joey . you re all with me .,0.6698051256615145,1
you have beautiful eyes .,i m a life .,0.6485326854246003,2
you have beautiful eyes .,it was a fucking name of me .,0.7613448816031451,3
you have beautiful eyes .,i m a life .,0.8569627638374057,4
can i bring my camera with me ?,sure . you ll . please .,0.6490987646134777,0
can i bring my camera with me ?,sure . bring enough films please .,0.16042089244971672,1
can i bring my camera with me ?,sure . bring enough films please .,0.23548732532395256,2
can i bring my camera with me ?,sure . bring enough films here .,0.3321378103767832,3
can i bring my camera with me ?,sure . bring enough films please .,0.2703295453555054,4
may i turn on the tv then ?,turn on the tv for what ?,0.21822726731059242,0
may i turn on the tv then ?,yes for the going for what ?,0.5017337988635214,1
may i turn on the tv then ?,yes what s he for ?,0.6466510612517595,2
may i turn on the tv then ?,what on the going for ?,0.5702561307698488,3
may i turn on the tv then ?,yes . what is for something ?,0.5272693487479247,4
no no . . .,you can live right . evidence .,0.5821696278742619,0
no no . . .,i can get other . evidence the week .,0.4727539081465269,1
no no . . .,you can swear to new evidence !,0.6943507251433201,2
no no . . .,i can get you new evidence next week .,0.48466561076431636,3
no no . . .,you can got other new evidence next week .,0.5797004064717467,4
i thought it was pretty good .,what about it about today ?,0.5804786612279713,0
i thought it was pretty good .,what ll about love about today ?,0.6098178539994277,1
i thought it was pretty good .,you thought it was better ?,0.8681597420945764,2
i thought it was pretty good .,let s see it for you .,0.9661545544448826,3
i thought it was pretty good .,what are it talking about ?,0.6462618038058281,4
i have a half brother .,what about your mind ?,0.49035201454535127,0
i have a half brother .,what about the car ?,0.7042580414563417,1
i have a half brother .,you have a small man .,0.8446233219874557,2
i have a half brother .,you have me in .,0.6410971518073764,3
i have a half brother .,what have you got in,0.8572837180857148,4
curse this oven ! curse it !,not a great . don t tell it !,0.8130992689931934,0
curse this oven ! curse it !,not a great . fantastic ! bye !,0.7778293788986048,1
curse this oven ! curse it !,you gotta get the plan wedding !,0.903059701124827,2
curse this oven ! curse it !,not on it . good bye .,0.734614113992494,3
curse this oven ! curse it !,you don t . moving on .,0.9551500371760793,4
let s get a soft drink .,do we have enough time ?,0.08054324542172253,0
let s get a soft drink .,do we have enough time ?,0.630556009709835,1
let s get a soft drink .,do we have enough problem ?,0.4681107264477759,2
let s get a soft drink .,do we have enough like enough ?,0.32735036152472374,3
let s get a soft drink .,do you have enough like ?,0.6227589007467031,4
again i thank you .,you can welcome help .,0.5403809377125331,0
again i thank you .,you shouldn make you the back .,0.8301835189469986,1
again i thank you .,you the welcome make the back,0.867923196638003,2
again i thank you .,you can bring make the back here,1.0574284709162183,3
again i thank you .,you re welcome out the,0.9530447412814412,4
thank you . it s fine .,what do you do for it ?,0.639511144357837,0
thank you . it s fine .,what do you mean for the ?,0.30588374809465474,1
thank you . it s fine .,what do you like it aren t .,0.5294532475061715,2
thank you . it s fine .,what do you like it in ?,0.37386015818143886,3
thank you . it s fine .,do you see what it like ?,0.8548482466075156,4
and your point is ?,yes i left got one .,0.4698771452531219,0
and your point is ?,no sir a voice .,0.4614559667451041,1
and your point is ?,oh sir . please right .,0.6245749294757843,2
and your point is ?,no sir i am .,0.49171983876398634,3
and your point is ?,no sir i m gone .,0.5826114779338241,4
anything else i can get you ?,well i a are a the .,0.872582541157802,0
anything else i can get you ?,no thanks . i a just chinese .,0.3795443460345268,1
anything else i can get you ?,no i think i a minute .,0.6293516837888293,2
anything else i can get you ?,no thanks a minute .,0.7315084572349276,3
anything else i can get you ?,no thanks i me a seat .,0.7342458681927787,4
because i try to be nice to people ?,sorry course uh . sure,0.6481705946581704,0
because i try to be nice to people ?,oh sure course honey . without,0.6882819905877113,1
because i try to be nice to people ?,sure . i ll sure uh .,0.8367338459938765,2
because i try to be nice to people ?,because you ll find out honey .,0.7628089181250997,3
because i try to be nice to people ?,oh sure . find the without out .,0.6897903246805072,4
i read the hospital report on your client .,i will .deborah ann .,1.15163718270404,0
i read the hospital report on your client .,i . .deborah . kaye absolutely .,1.2199760060757399,1
i read the hospital report on your client .,by . .deborah ann kaye . !,1.4358840348819892,2
i read the hospital report on your client .,and i .deborah . .deborah kaye .,1.3588953929073695,3
i read the hospital report on your client .,thanks . .deborah ann . absolutely .,1.2495392123237252,4
ok . i m dick .,that is the good time .,0.4360247030854225,0
ok . i m dick .,oh . the good nice dolma .,0.6827371271534098,1
ok . i m dick .,oh you gotta get the meet .,0.4320036731660366,2
ok . i m dick .,hi you gotta get the set .,0.5426324454860555,3
ok . i m dick .,hi you in then .,0.6347130702010223,4
if you want to be found that way .,i m rather say i ll be that .,0.37033398106525406,0
if you want to be found that way .,i know am . i m . say .,0.4671392296017584,1
if you want to be found that way .,i know . i ll i that say .,0.410459306768397,2
if you want to be found that way .,that s i know i ll say that .,0.7433332215613614,3
if you want to be found that way .,i am . i ll i that on .,0.5538003691895454,4
it costs only two thousand yuan .,how much is this way ?,0.5422919832053594,0
it costs only two thousand yuan .,ok what is this whole one ?,0.685663394526475,1
it costs only two thousand yuan .,this is it way final thing .,0.8049534909352789,2
it costs only two thousand yuan .,so is this one whole ?,0.722138449549675,3
it costs only two thousand yuan .,you can is whole way ?,0.9194762983825059,4
i really like where i m at now .,is there anything i don t you ?,0.5689722712850198,0
i really like where i m at now .,is there anything i don t you ?,0.4005798744678032,1
i really like where i m at now .,i don t have you a ?,0.7459617909044027,2
